671,,CH,C,6/2/2018,Noble Mission (GB),Will Prevail,Storm Cat,WillPrevail,"Hemingway Racing and Training Stables LLC, Agent XV",KY,16,10.3,98,6/3,Mike Cloonan,"10,000",PS,,,Hemingway Racing and Training LLC
672,,B,F,5/14/2018,Medaglia d'Oro,Wilshewed,Carson City,Wilshewed,"Hartley / DeRenzo Thoroughbreds LLC, Agent",KY,5,10.1,121,6/3,"245,000",Not Sold,,,,Hartley / DeRenzo Thoroughbreds LLC
673,,CH,C,3/13/2018,Mshawish,Winds of Change,Mr. Greeley,WindsofChange,"Julie Davies LLC, Agent VI",MD,20,out,,,Withdrawn,Out,,Out,6/3/2020,Davies Julie
674,,B,C,5/5/2018,Orb,Winning Call,Deputy Minister,WinningCall,"All In Sales (Tony Bowling), Agent",KY,H,out,,,Withdrawn,Out,,Out,6/1/2020,All In Sales
675,,CH,C,2/8/2018,Broken Vow,Winning Saga,Tale of the Cat,WinningSaga,"Tom McCrocklin, Agent VIII",KY,E,out,,,Withdrawn,Out,,Out,5/27/2020,McCrocklin Tom
676,,DB/BR,F,3/9/2018,Flatter,Winsome Ways,Smart Strike,WinsomeWays,Grassroots Training & Sales LLC,KY,J,10.0,2,6/3,Hubert Guy Bloodstock,"310,000",,,,Grassroots Training & Sales LLC
677,,DB/BR,C,4/12/2018,Midnight Lute,Wish Away,Giant's Causeway,WishAway,"Tom McCrocklin, Agent I",KY,E,21.3,29,6/3,"Christina Jelm, Agent","70,000",PS,,,McCrocklin Tom
678,,B,C,3/26/2018,Cairo Prince,Wish Keeper,Hard Spun,WishKeeper,"de Meric Sales, Agent XVIII",KY,12,22.1,120,6/3,Red Racing,"12,000",PS,,,de Meric Sales
679,Urge,GR/RO,F,1/26/2018,Ironicus,Wish Wish Wish,Arch,WishWishWish,"Harris Training Center LLC, Agent IV",KY,13,10.2,130,6/3,Champion Racing Stable,"5,000",,,,Harris Training Center LLC
680,,B,F,4/17/2018,More Than Ready,Witchy One,Smart Strike,WitchyOne,McKee Bloodstock LLC,KY,H,out,,,Withdrawn,Out,,Out,5/14/2020,McKee Bloodstock LLC
681,Institution,B,C,4/16/2018,Constitution,Wizardry,Teuflesberg,Wizardry,"S B M Training and Sales, Agent V",KY,15,10.2,13,6/3,"Kim Valerio, Agent","75,000",,,,S B M Training and Sales
682,Very Savvy,DB/BR,F,3/27/2018,Commissioner,Woman Smiling (IRE),Mr. Greeley,WomanSmilingIRE,"Santa Fe Thoroughbreds, Agent I",KY,G,out,,,Withdrawn,Out,,Out,6/10/2020,Santa Fe Thoroughbreds
683,,CH,F,4/23/2018,Khozan,Wontoo,Montbrook,Wontoo,"Journeyman Bloodstock Services, Inc. (Brent & Crystal Fernung), Agent",FL,2,21.2,104,6/3,"Christina R. Jelm, Agent","31,000",,,,Journeyman Bloodstock
684,,CH,F,1/9/2018,Air Force Blue,Wooden Heart (IRE),Montjeu (IRE),WoodenHeartIRE,"de Meric Sales, Agent V",KY,12,10.3,99,6/3,Dr. Bemt & Bernard,"20,000",,,,de Meric Sales
685,,CH,C,4/7/2018,First Samurai,Worshipper,Awesome Again,Worshipper,"Scanlon Training & Sales, Agent XV",KY,2,out,,,Withdrawn,Out,,Out,5/11/2020,Scanlon Training Center
686,,CH,C,4/11/2018,Kantharos,You Asked,Yes It's True,YouAsked,"Randy Bradshaw, Agent VIII",KY,18,out,,,Withdrawn,Out,,Out,3/27/2020,Bradshaw Randy
687,,CH,F,5/2/2018,California Chrome,You Bought Her,Graeme Hall,YouBoughtHer,"Hemingway Racing and Training Stables LLC, Agent I",KY,16,10.1,55,6/3,Dennis O'Neill,"50,000",PS,,,Hemingway Racing and Training LLC
688,,B,C,3/7/2018,Dialed In,You Look Neigh,Justenuffhumor,YouLookNeigh,"Randy Miles, Agent X",KY,18,10.2,42,6/3,"Frank Alosa, Agent for Sam Sherman","50,000",,,,Miles Randy
689,,CH,C,3/8/2018,Violence,Zamquick,Pomeroy,Zamquick,"Top Line Sales LLC, Agent I",KY,14,out,,,Withdrawn,Out,,Out,6/1/2020,Top Line Sales
690,,GR/RO,C,2/19/2018,Cairo Prince,Zapara,Not For Love,Zapara,"Pick View LLC, Agent XIX",KY,3,out,,,Withdrawn,Out,,Out,5/19/2020,Pick View LLC
691,,B,F,4/25/2018,Street Sense,Zealous Wildcat,Bluegrass Cat,ZealousWildcat,"Hemingway Racing and Training Stables LLC, Agent V",KY,16,out,,,Withdrawn,Out,,Out,6/11/2020,Hemingway Racing and Training LLC
692,,B,F,3/13/2018,Mineshaft,Zehoorr,Storm Cat,Zehoorr,Costanzo Sales,FL,9,10.1,71,6/3,Starship Stables,"40,000",,,,Costanzo Sales
693,Tapkat,CH,F,2/9/2018,Tapizar,Zencat,Kitten's Joy,Zencat,"Woodford Thoroughbreds, Agent V",KY,17,22.1,107,6/3,Gaston Capote,"9,500",,,,Woodford Thoroughbreds
694,,B,C,4/10/2018,Exaggerator,Zenith,Roy,Zenith,"Harris Training Center LLC, Agent XI",KY,13,21.4,57,6/3,"Chad Summers, Agent","47,000",,,,Harris Training Center LLC
695,,B,F,4/22/2018,Liam's Map,Zia Josie,Tiznow,ZiaJosie,"Hartley / DeRenzo Thoroughbreds LLC, Agent",KY,5,out,,,Withdrawn,Out,,Out,5/27/2020,Hartley / DeRenzo Thoroughbreds LLC
696,,B,F,1/19/2018,Upstart,Absolute Package,Pure Prize,AbsolutePackage,"Eddie Woods, Agent XLIX",KY,11,10.3,77,6/3,Pedro Maestre,"10,000",,,,Woods Eddie
697,,B,C,5/23/2018,Liam's Map,Abundantly Blessed,Phone Trick,AbundantlyBlessed,Grassroots Training & Sales LLC,KY,J,10.1,31,6/3,"30,000",Not Sold,,,,Grassroots Training & Sales LLC
698,,DB/BR,C,3/31/2018,Jess's Dream,Achalaya,Bellamy Road,Achalaya,"Pick View LLC, Agent IX",FL,3,out,,,Withdrawn,Out,,Out,6/11/2020,Pick View LLC
699,,B,C,4/8/2018,Twirling Candy,Ada Clare,Forest Wildcat,AdaClare,"de Meric Sales, Agent XXXIV",KY,12,10.3,52,6/3,"37,000",Not Sold,,,,de Meric Sales
700,,GR/RO,C,2/27/2018,Runhappy,Addison Run,Unbridled's Song,AddisonRun,"de Meric Sales, Agent XXVI",KY,12,10.0,46,6/3,"West Bloodstock, Agent for Repole Stable, Inc.","290,000",,,,de Meric Sales
701,,GR/RO,C,4/7/2018,Lemon Drop Kid,Adjudication,Giant's Causeway,Adjudication,"Randy Miles, Agent II",KY,18,9.4,7,6/3,Jerry Durant,"360,000",,,,Miles Randy
702,,CH,F,2/21/2018,Speightstown,Aerocat,Tale of the Cat,Aerocat,"Randy Miles, Agent III",FL,18,out,,,Withdrawn,Out,,Out,6/11/2020,Miles Randy
703,,B,C,2/8/2018,Street Sense,Affect,Bernardini,Affect,"Hartley / DeRenzo Thoroughbreds LLC, Agent",LA,5,out,,,Withdrawn,Out,,Out,4/16/2020,Hartley / DeRenzo Thoroughbreds LLC
704,,B,F,2/9/2018,Not This Time,Afillyation,Gimmeawink,Afillyation,Ocala Bloodstock,KY,6,10.1,43,6/3,Marc Tacher,"80,000",,,,Ocala Bloodstock
705,,B,C,4/20/2018,Kantharos,Agressive Elegance,Macho Uno,AgressiveElegance,"Brick City Thoroughbreds, Agent I",OH,19,out,,,Withdrawn,Out,,Out,6/3/2020,Brick City Thoroughbreds
706,,B,C,4/10/2018,Runhappy,Aguadilla,Stormy Atlantic,Aguadilla,"de Meric Sales, Agent VII",KY,12,out,,,Withdrawn,Out,,Out,6/4/2020,de Meric Sales
707,,B,F,4/7/2018,Twirling Candy,Alabama Grace,Vindication,AlabamaGrace,Two Oaks Equine,FL,A,10.1,65,6/4,"Hidden Brook, Agent","60,000",,,,Two Oaks Equine
708,,B,C,3/15/2018,Morning Line,Alessandra,Notional,Alessandra,"Scanlon Training & Sales, Agent X",KY,2,21.3,95,6/4,Javier Arellano,"70,000",,,,Scanlon Training Center
709,,B,F,4/4/2018,Karakontie (JPN),Alexandrite,Lemon Drop Kid,Alexandrite,"Paul Sharp, Agent II",KY,C,10.2,127,6/4,"Chad Schumer, Agent","15,000",,,,Sharp Paul M.
710,,DB/BR,F,4/8/2018,No Nay Never,Alhania,Medaglia d'Oro,Alhania,"Top Line Sales LLC, Agent XVIII",FR,14,10.0,12,6/4,"Team Casse, Agent","430,000",,,,Top Line Sales
711,,CH,C,2/10/2018,First Samurai,Aliquippa,Yes It's True,Aliquippa,"Wavertree Stables, Inc. (Ciaran Dunne), Agent I",KY,5,10.2,129,6/4,Craig Sam Aguiar,"13,000",,,,"Wavertree Stables, Inc."
712,,DB/BR,C,1/31/2018,Nyquist,All Due Respect,Value Plus,AllDueRespect,"Tom McCrocklin, Agent",KY,E,21.2,20,6/4,"200,000",Not Sold,,,,McCrocklin Tom
713,,DB/BR,C,1/21/2018,Constitution,Allemande,Medaglia d'Oro,Allemande,"Cary Frommer LLC, Agent II",KY,10,out,,,Withdrawn,Out,,Out,5/12/2020,Frommer Cary
714,Causeway Princess,DB/BR,F,5/2/2018,Algorithms,All for Georgia,Giant's Causeway,AllforGeorgia,"RiceHorse Stable (Brandon & Ali Rice), Agent III",KY,17,out,,,Withdrawn,Out,,Out,6/8/2020,RiceHorse
715,,B,F,2/17/2018,Uncle Mo,All Mine Tonight,Holy Bull,AllMineTonight,McKee Bloodstock LLC,NY,H,out,,,Withdrawn,Out,,Out,5/13/2020,McKee Bloodstock LLC
716,,CH,C,3/30/2018,Carpe Diem,All Star Heart,Arch,AllStarHeart,"Hartley / DeRenzo Thoroughbreds LLC, Agent II",KY,5,10.2,107,6/4,Starship Stables,"40,000",,,,Hartley / DeRenzo Thoroughbreds LLC
717,,GR/RO,F,4/20/2018,Air Force Blue,Allyallyincomefree,Unbridled's Song,Allyallyincomefree,"Top Line Sales LLC, Agent XXX",KY,14,out,,,Withdrawn,Out,,Out,6/1/2020,Top Line Sales
718,,B,C,4/14/2018,The Big Beast,Almost a Valentine,High Cotton,AlmostaValentine,Ocala Stud,FL,4,out,,,Withdrawn,Out,,Out,5/19/2020,Ocala Stud
719,Tensas Shack,B,C,4/28/2018,Shackleford,Almost Majestic,Forefathers,AlmostMajestic,Thoroughbred Champions Training Center LLC,LA,G,out,,,Withdrawn,Out,,Out,4/17/2020,Thoroughbred Champions Training Center LLC
720,,CH,C,4/23/2018,Air Force Blue,Alpha Centauri,Dynaformer,AlphaCentauri,Potrero Stables,KY,19,21.4,48,6/4,Metro Thoroughbreds LLC,"22,500",PS,,,Potrero Stables
721,,DB/BR,F,1/22/2018,Temple City,Alpha Kitten,Tale of the Cat,AlphaKitten,"Champions of the Future, Agent I",KY,F,out,,,Withdrawn,Out,,Out,5/18/2020,Champions of the Future
722,Alpha Mo,GR/RO,C,1/31/2018,Uncle Mo,Alpha Mama,Unbridled's Song,AlphaMama,"Top Line Sales LLC, Agent VIII",KY,14,out,,,Withdrawn,Out,,Out,5/31/2020,Top Line Sales
723,,B,C,4/1/2018,Curlin,Alternate,Seattle Slew,Alternate,"Top Line Sales LLC, Agent VIII",KY,14,out,,,Withdrawn,Out,,Out,6/4/2020,Top Line Sales
724,,DB/BR,F,1/19/2018,Union Rags,Always Here Too,Include,AlwaysHereToo,"Eisaman Equine, Agent",KY,7,out,,,Withdrawn,Out,,Out,6/11/2020,Eisaman Equine
725,,GR/RO,F,3/23/2018,Cairo Prince,Amen Saratoga,Freud,AmenSaratoga,"de Meric Sales, Agent L",KY,12,21.4,97,6/4,"17,000",Not Sold,,,,de Meric Sales
726,,B,C,3/17/2018,Shackleford,American Queen,Quiet American,AmericanQueen,"Top Line Sales LLC, Agent XLI",KY,14,out,,,Withdrawn,Out,,Out,4/9/2020,Top Line Sales
727,,CH,F,4/12/2018,Curlin,Anabaa's Creation (IRE),Anabaa,AnabaasCreationIRE,"S B M Training and Sales, Agent I",KY,15,21.1,78,6/4,"210,000",Not Sold,,,,S B M Training and Sales
728,Duchess of Shire,B,F,4/22/2018,Flintshire (GB),Anabaa's Fortune,Anabaa,AnabaasFortune,"de Meric Sales, Agent I",KY,12,21.1,53,6/4,Eclipse Thoroughbred Partners,"47,000",,,,de Meric Sales
729,,DB/BR,C,4/11/2018,War Front,Ana Luna (GB),Dream Well (FR),AnaLunaGB,"Brick City Thoroughbreds, Agent III",KY,19,out,,,Withdrawn,Out,,Out,5/27/2020,Brick City Thoroughbreds
730,,CH,F,1/26/2018,Street Boss,Andariel (IRE),Excelebration (IRE),AndarielIRE,Grassroots Training & Sales LLC,KY,J,9.4,1,6/4,Holly & David Wilson,"120,000",,,,Grassroots Training & Sales LLC
731,,CH,F,5/5/2018,Exaggerator,And Away We Go,Awesome Again,AndAwayWeGo,"Julie Davies LLC, Agent VIII",FL,20,10.2,9,6/4,Joseph Besecker,"40,000",,,,Davies Julie
732,Act of Honor,B,C,1/27/2018,Empire Maker,Angela Renee,Bernardini,AngelaRenee,"Eddie Woods, Agent LVIII",KY,11,out,,,Withdrawn,Out,,Out,4/30/2020,Woods Eddie
733,,GR/RO,F,3/13/2018,Constitution,Angelita,Harlan's Holiday,Angelita,"de Meric Sales, Agent XLVI",KY,12,10.2,98,6/4,Mike Donato,"67,000",,,,de Meric Sales
734,,DB/BR,F,3/6/2018,Anchor Down,Annies Law,Harlan's Holiday,AnniesLaw,"Old South Farm LLC, Agent",KY,9,10.0,24,6/4,"Kenneth McPeek, Agent","90,000",,,,Old South Farm LLC
735,,DB/BR,C,4/1/2018,Upstart,Annie's Melody,Forestry,AnniesMelody,"Wavertree Stables, Inc. (Ciaran Dunne), Agent I",KY,5,21.0,14,6/4,Suzanne Stables,"125,000",,,,"Wavertree Stables, Inc."
736,,B,F,3/13/2018,Vancouver (AUS),Annihilation,Northern Afleet,Annihilation,"Wavertree Stables, Inc. (Ciaran Dunne), Agent I",KY,5,out,,,Withdrawn,Out,,Out,4/20/2020,"Wavertree Stables, Inc."
737,,DB/BR,C,5/14/2018,Cinco Charlie,Another Flashback,Curlin,AnotherFlashback,"Julie Davies LLC, Agent XXV",ON,20,10.2,101,6/4,Charles Marquis,"65,000",,,,Davies Julie
738,,B,F,3/14/2018,Brody's Cause,Appealing Cat,Successful Appeal,AppealingCat,"S B M Training and Sales, Agent XVI",KY,15,out,,,Withdrawn,Out,,Out,3/26/2020,S B M Training and Sales
739,,B,C,4/8/2018,Oxbow,A. P. Petal,A.P. Indy,APPetal,"Eisaman Equine, Agent",NY,7,10.3,86,6/4,Frank Mancari,"37,000",,,,Eisaman Equine
740,,DB/BR,F,1/31/2018,Mshawish,Aqualane Shores,Friends Lake,AqualaneShores,"Woodside Ranch, Agent II",LA,6,out,,,Withdrawn,Out,,Out,6/11/2020,Woodside Ranch
741,,B,F,4/30/2018,Runhappy,Arabian Song,Forestry,ArabianSong,"de Meric Sales, Agent XLIX",KY,12,out,,,Withdrawn,Out,,Out,3/27/2020,de Meric Sales
742,,B,C,4/17/2018,Tourist,Arabisini,Bernardini,Arabisini,"All Dreams Equine, Agent III",KY,20,10.3,66,6/4,Raymond Kuah,"22,000",PS,,,All Dreams Equine
743,,CH,C,3/29/2018,Verrazano,Arch Arch Rose,Archarcharch,ArchArchRose,"Altamira Stable LLC, Agent",NY,3,22.0,21,6/4,"Expoline, Agent","14,000",PS,,,Altamira Stable LLC
744,,CH,C,2/10/2018,Munnings,Armathwaite,Sky Classic,Armathwaite,"All In Sales (Tony Bowling), Agent I",KY,H,22.0,41,6/4,Wayne Spalding,"27,000",,,,All In Sales
745,,B,C,4/12/2018,Flatter,Arradoul,Dixieland Band,Arradoul,"Ocala Stud, Agent",NY,4,21.0,122,6/4,"Cromwell Bloodstock, Agent","180,000",,,,Ocala Stud
746,,DB/BR,F,3/17/2018,Fed Biz,Ascot Momma,Purge,AscotMomma,"S B M Training and Sales, Agent III",KY,15,10.0,126,6/4,Mike Donato,"50,000",,,,S B M Training and Sales
747,,B,C,3/22/2018,Tiznow,Ashlee's Lady,Gilded Time,AshleesLady,"Top Line Sales LLC, Agent XXXI",FL,14,10.3,88,6/4,Michael Vitello,"15,000",,,,Top Line Sales
748,Sweet Felicia,DB/BR,F,3/9/2018,Jess's Dream,Ashley's Babe,Put It Back,AshleysBabe,"Rivera Training and Sales, Agent",FL,A,21.2,124,6/4,"Mike Ryan, Agent","60,000",,,,Rivera Training and Sales
749,,B,C,3/3/2018,Square Eddie,Atlantic Swing,Stormy Atlantic,AtlanticSwing,"Wavertree Stables, Inc. (Ciaran Dunne), Agent V",CA,5,out,,,Withdrawn,Out,,Out,6/10/2020,"Wavertree Stables, Inc."
750,,GR/RO,C,1/25/2018,Liam's Map,A to the Croft,Menifee,AtotheCroft,"de Meric Sales, Agent L",NY,12,10.2,105,6/4,"Richard Vega Racing Stable, Inc..","100,000",,,,de Meric Sales
751,,DB/BR,F,4/8/2018,Hard Spun,Avie's Sense,Street Sense,AviesSense,"Kings Equine, Agent II",ON,1,10.1,4,6/4,"Clay Scherer, Agent for Al & Bill Ulwelling","100,000",PS,,,Kings Equine
752,,B,C,1/31/2018,Exaggerator,Awesome Fire,Strong Contender,AwesomeFire,"Hemingway Racing and Training Stables LLC, Agent XI",KY,16,22.2,106,6/4,Dr. Mo,"11,000",,,,Hemingway Racing and Training LLC
753,,CH,F,5/12/2018,Big Drama,Awesome Thrill,Awesome Again,AwesomeThrill,"All In Sales (Tony Bowling), Agent III",FL,H,10.0,113,6/4,Champion Equine LLC,"45,000",,,,All In Sales
754,,DB/BR,F,3/20/2018,Sky Kingdom,Ayala Strand,Tiznow,AyalaStrand,"Woodside Ranch, Agent I",LA,6,10.1,109,6/4,Hubert Guy Bloodstock,"130,000",,,,Woodside Ranch
755,,CH,F,3/16/2018,Exaggerator,Azalea Belle,Dixie Union,AzaleaBelle,"G. A. Thoroughbred Sales, Agent",KY,16,21.3,110,6/4,"The Four Horsemen Racing Stable, Inc.","60,000",,,,G. A. Thoroughbred Sales
756,,B,F,4/20/2018,Air Force Blue,Azha,Tapit,Azha,Golden Thoroughbreds Training and Sales,KY,D,10.2,104,6/4,Darren Barnes,"22,000",PS,,,Golden Thoroughbreds Training and Sales
757,Silver Sky Smooth,GR/RO,F,2/21/2018,Temple City,Babai Baby,Value Plus,BabaiBaby,"Julie Davies LLC, Agent XXIII",FL,20,out,,,Withdrawn,Out,,Out,6/11/2020,Davies Julie
758,,B,F,4/13/2018,Peace and Justice,Back Stop,Blame,BackStop,"Mayberry Farm, Agent",PA,B,10.2,31,6/4,"70,000",Not Sold,,,,Mayberry Farm
759,,GR/RO,C,2/28/2018,Tapit,Baffled,Distorted Humor,Baffled,"de Meric Sales, Agent IV",KY,12,out,,,Withdrawn,Out,,Out,6/11/2020,de Meric Sales
760,,B,C,2/23/2018,Hard Spun,Bagatelle Park,Speightstown,BagatellePark,"Blas Perez Stables, Agent VI",KY,20,out,,,Withdrawn,Out,,Out,5/27/2020,Perez Stables Blas 
761,Mr. J. McKay,B,C,4/3/2018,Hangover Kid,Ballykiss,Street Boss,Ballykiss,"Costanzo Sales, Agent",MD,9,out,,,Withdrawn,Out,,Out,5/29/2020,Costanzo Sales
762,,DB/BR,C,5/7/2018,Sky Mesa,Ballynoe,Distorted Humor,Ballynoe,"Coastal Equine LLC (Jesse Hoppel), Agent XII",ON,A,21.1,68,6/4,"47,000",Not Sold,,,,Coastal Equine LLC
763,,B,F,5/9/2018,Runhappy,Bamboo Dream,Finality,BambooDream,"Hartley / DeRenzo Thoroughbreds LLC, Agent",OR,5,out,,,Withdrawn,Out,,Out,4/16/2020,Hartley / DeRenzo Thoroughbreds LLC
764,,DB/BR,C,4/22/2018,Nyquist,Banga Ridge,Snow Ridge,BangaRidge,"Kings Equine, Agent XXVIII",ON,1,out,,,Withdrawn,Out,,Out,5/7/2020,Kings Equine
765,,DB/BR,C,2/24/2018,Not This Time,Barby Sue,Purge,BarbySue,A Rebel Colt Consignment,KY,D,10.3,64,6/4,Saragol Stable Corp.,"40,000",,,,A Rebel Colt Consignment
766,,B,C,5/5/2018,Speightstown,Baroness Aamoura,Theatrical (IRE),BaronessAamoura,Q Bar J Thoroughbreds LLC,KY,15,out,,,Withdrawn,Out,,Out,6/11/2020,Q Bar J Thoroughbreds LLC
767,,GR/RO,C,5/3/2018,Twirling Candy,Bauhaus Bourbon,Behrens,BauhausBourbon,"Eddie Woods, Agent L",NY,11,out,,,Withdrawn,Out,,Out,4/20/2020,Woods Eddie
768,,DB/BR,C,2/7/2018,Twirling Candy,Bay Island,Bluegrass Cat,BayIsland,"Randy Miles, Agent II",NY,18,out,,,Withdrawn,Out,,Out,6/4/2020,Miles Randy
769,,B,C,4/28/2018,Palace Malice,Baylor's Babe,Southern Image,BaylorsBabe,"Kings Equine, Agent XII",KY,1,10.1,87,6/4,Three Crowns Farm LLC,"25,000",,,,Kings Equine
770,,GR/RO,C,2/24/2018,Speightster,Bear's Lightning,Maria's Mon,BearsLightning,"de Meric Sales, Agent XIX",KY,12,21.4,46,6/4,"57,000",Not Sold,,,,de Meric Sales
771,Oscar Nod,DB/BR,F,3/12/2018,Mshawish,Beautified,Congrats,Beautified,"Eddie Woods, Agent LIV",KY,11,out,,,Withdrawn,Out,,Out,4/20/2020,Woods Eddie
772,,CH,F,4/13/2018,California Chrome,Beau Watch,Beau Genius,BeauWatch,"Six K's Training & Sales LLC, Agent II",KY,2,10.3,67,6/4,"50,000",Not Sold,,,,Six K's Training & Sales LLC
773,Aknamen,GR/RO,F,3/2/2018,Cairo Prince,Bebop,Belong to Me,Bebop,"Brick City Thoroughbreds, Agent X",KY,19,21.3,59,6/4,"37,000",Not Sold,,,,Brick City Thoroughbreds
774,,CH,F,5/9/2018,Speightstown,Beckles Road,Smart Strike,BecklesRoad,"Mayberry Farm, Agent III",KY,B,out,,,Withdrawn,Out,,Out,5/31/2020,Mayberry Farm
775,Tap Tap Birdie,CH,F,1/16/2018,Tapiture,Beep Beep Birdie,Birdstone,BeepBeepBirdie,"de Meric Sales, Agent X",FL,12,out,,,Withdrawn,Out,,Out,6/4/2020,de Meric Sales
776,,B,F,1/17/2018,Violence,Be Fair,Exchange Rate,BeFair,"Top Line Sales LLC, Agent XXVII",KY,14,10.2,79,6/4,"47,000",Not Sold,,,,Top Line Sales
777,,CH,C,3/4/2018,California Chrome,Beholden,Cat Thief,Beholden,"Kings Equine, Agent XVII",KY,1,10.2,96,6/4,"GDS Racing Stable, Inc","35,000",,,,Kings Equine
778,,B,C,3/31/2018,Daredevil,Belgrade Breeze,Include,BelgradeBreeze,"Top Line Sales LLC, Agent XXXVII",KY,14,out,,,Withdrawn,Out,,Out,6/1/2020,Top Line Sales
779,,DB/BR,C,3/26/2018,Candy Ride (ARG),Believe in Charlie,Indian Charlie,BelieveinCharlie,"S G V Thoroughbreds LLC (Steven Venosa), Agent",FL,1,11.0,49,6/4,"Bruno DeBerdt, Agent","65,000",,,,S G V Thoroughbreds
780,,B,F,3/25/2018,Sky Kingdom,Believeinthemoment,Cat Thief,Believeinthemoment,Costanzo Sales,KY,9,10.1,36,6/4,"Jeffrey Bloom, Agent","85,000",,,,Costanzo Sales
781,Dropped Anchor,GR/RO,C,4/8/2018,Anchor Down,Believe in Wonder,Aldebaran,BelieveinWonder,"Medallion Farms, Agent I",KY,H,out,,,Withdrawn,Out,,Out,5/26/2020,Medallion Farms
782,,DB/BR,C,4/3/2018,Constitution,Bella Felicita,El Prado (IRE),BellaFelicita,"Tom McCrocklin, Agent IX",KY,E,out,,,Withdrawn,Out,,Out,6/11/2020,McCrocklin Tom
783,,CH,F,3/13/2018,Munnings,Bella Joy,Kitten's Joy,BellaJoy,"Top Line Sales LLC, Agent XLVIII",KY,14,10.0,37,6/4,Pewter Stable,"50,000",,,,Top Line Sales
784,,B,F,3/11/2018,Empire Maker,Belle Chloe,Marchfield,BelleChloe,"Brick City Thoroughbreds, Agent X",KY,19,10.2,16,6/4,"35,000",Not Sold,,,,Brick City Thoroughbreds
785,,DB/BR,C,3/20/2018,Frosted,Belterra,Unbridled,Belterra,"Paul Sharp, Agent III",MD,C,10.2,15,6/4,G S Inversiones Hipicas,"120,000",,,,Sharp Paul M.
786,,B,F,3/13/2018,Speightster,Bern Legacy,Bernstein,BernLegacy,"Brick City Thoroughbreds, Agent I",FL,19,out,,,Withdrawn,Out,,Out,6/3/2020,Brick City Thoroughbreds
787,,B,C,4/2/2018,Laoban,Best Reward,Grand Reward,BestReward,"Pick View LLC, Agent XI",NY,3,G,89,6/4,Frank D'Amato,"12,000",,,,Pick View LLC
788,,DB/BR,C,4/30/2018,First Samurai,Betises de Cambrai,Candy Ride (ARG),BetisesdeCambrai,Grassroots Training & Sales LLC,KY,J,10.0,61,6/4,"Nick J. Hines, Agent","70,000",,,,Grassroots Training & Sales LLC
789,,B,C,3/29/2018,Exaggerator,Betty's Solutions,Eltish,BettysSolutions,"All In Line Stables, Agent XII",KY,15,21.0,69,6/4,"120,000",Not Sold,,,,All In Line Stables
790,,CH,C,3/12/2018,Speightster,Between the Clouds,Sky Classic,BetweentheClouds,"Top Line Sales LLC, Agent XXI",KY,14,10.3,54,6/4,"Joseph Brocklebank, Agent","20,000",,,,Top Line Sales
791,,B,F,4/22/2018,Kitten's Joy,Bidding War,Grand Slam,BiddingWar,"Niall Brennan Stables, Agent II",KY,8,out,,,Withdrawn,Out,,Out,6/3/2020,Brennan Niall
792,Air Force Pink,CH,F,3/29/2018,Air Force Blue,Bid N Ask,Munnings,BidNAsk,"Rivera Training and Sales, Agent II",KY,A,21.4,33,6/4,"McMahon and Hill Bloodstock, Agent","30,000",,,,Rivera Training and Sales
793,,CH,C,4/6/2018,Constitution,Big Happy Blur,Dixieland Band,BigHappyBlur,"Kings Equine, Agent XIV",KY,1,10.2,26,6/4,"90,000",Not Sold,,,,Kings Equine
794,Jess's Reserve,B,C,2/3/2018,Jess's Dream,Birthday Suit,Freud,BirthdaySuit,"Pick View LLC, Agent XII",FL,3,21.4,56,6/4,"The Four Horsemen Racing Stable, Inc.","25,000",,,,Pick View LLC
795,,DB/BR,F,3/10/2018,Temple City,Bitter Gold,Midas Eyes,BitterGold,"Hidden Brook, Agent IX",NY,7,21.3,75,6/4,America's Pastime Stables,"25,000",,,,Hidden Brook Farm
796,,CH,C,2/16/2018,Munnings,Bitty Kitty,Kitten's Joy,BittyKitty,"Scanlon Training & Sales, Agent I",KY,2,21.1,119,6/4,Juan Carlos Avila,"65,000",,,,Scanlon Training Center
797,,CH,F,1/30/2018,Palace Malice,Blindsidehit,Bluegrass Cat,Blindsidehit,"de Meric Sales, Agent XLV",NY,12,10.3,74,6/4,Mike Dini,"10,000",,,,de Meric Sales
798,,B,C,1/22/2018,Outwork,Bluegrass Ellie,Bluegrass Cat,BluegrassEllie,"de Meric Sales, Agent XXXVI",NY,12,out,,,Withdrawn,Out,,Out,2/29/2020,de Meric Sales
799,Banjo Kitten,DB/BR,C,5/10/2018,Kitten's Joy,Blue Grass Music,Bluegrass Cat,BlueGrassMusic,"Eddie Woods, Agent XXXIII",KY,11,21.3,118,6/4,"Equilete, Inc.","30,000",PS,,,Woods Eddie
800,,B,F,5/28/2018,Speightstown,Blumen,Dynaformer,Blumen,"Woodford Thoroughbreds, Agent XIV",KY,17,10.2,30,6/4,"35,000",Not Sold,,,,Woodford Thoroughbreds
801,,B,C,5/14/2018,Dialed In,Bold American,Quiet American,BoldAmerican,Grassroots Training & Sales LLC,NY,J,10.2,91,6/4,John P. Warren,"52,000",,,,Grassroots Training & Sales LLC
802,,CH,C,5/23/2018,Munnings,Boldy,Forest Wildcat,Boldy,"Eddie Woods, Agent XLII",KY,11,10.1,34,6/4,"James Divito, Agent","105,000",,,,Woods Eddie
