hip_number,in_out_status,foaling_year,horse_name,color,sex,foaling_date,sire_name,dam_name,sort_dam,dam_sire,property_line_1,property_line_2,consignor_sort,foaling_area,barn_number,buyer_name,hammer_price,post_sale_indicator,outdate,ut_time,ut_distance,ut_actual_date,ut_group,ut_set,pp_pdf_link
627,I,2023,,B,C,05/02/2023,Complexity,We Love Lucy,1160,Majesticperfection,"Top Line Sales LLC, Agent XXVIII",,Top Line Sales LLC,KY,1,Lael Stable,375000,,,9.4," 1/8",04/09/2025,2,70,
628,O,2023,Bisclavret,DB/BR,F,03/12/2023,Not This Time,Werewolf,1161,Arch,"Eddie Woods, Agent XXVII",,Eddie Woods,KY,11,OUT,,,03/31/2025,,,,,,
629,O,2023,,CH,C,03/16/2023,Munnings,West Riding,1162,Tapit,"Majestic, Agent VII",,Majestic,KY,13,OUT,,,04/17/2025,,,,,,
630,I,2023,,CH,F,03/18/2023,Union Rags,We Use to Sing,1163,Mineshaft,"Gene Recio, Agent VI",,Gene Recio,KY,17,Raul Colon,27000,,,10.3," 1/8",04/09/2025,3,135,
631,O,2023,Mo Linda,B,F,03/16/2023,Mo Town,Weyu,1164,Speightster,Grassroots Training & Sales LLC,,Grassroots Training & Sales LLC,LA,J,OUT,,,04/09/2025,,,,,,
632,I,2023,,B,C,03/11/2023,Caracaro,Whatarocket,1165,Goldencents,"Global Thoroughbreds LLC, Agent",,Global Thoroughbreds LLC,KY,6,"Chad Summers, Agent",250000,,,20.3," 1/4",04/09/2025,1,16,
633,I,2023,,DB/BR,C,03/26/2023,Yaupon,Whatashame,1166,Blame,"Ocala Stud, Agent",,Ocala Stud,KY,4,Ken Reimer,160000,,,21.0," 1/4",04/09/2025,2,64,
634,O,2023,,B,C,03/24/2023,Yaupon,Whatdoesasharksay,1167,Animal Kingdom,"Richardson Bloodstock, Agent III",,Richardson Bloodstock,KY,G,OUT,,,04/10/2025,,,,,,
635,O,2023,Takcorta,B,C,03/08/2023,Silver State,Whirl,1168,Curlin,"Randy Miles, Agent XXI",,Randy Miles,KY,19,OUT,,,04/09/2025,,,,,,
636,I,2023,,DB/BR,F,04/09/2023,Liam's Map,Whisper Louise,1169,Bernardini,"Eddie Woods, Agent XXII",,Eddie Woods,KY,11,"J. Stevens Bloodstock, Agent",170000,,,21.1," 1/4",04/09/2025,1,44,
637,I,2023,,GR/RO,F,02/25/2023,Essential Quality,Wholelottashakin,1170,Scat Daddy,"Majestic, Agent V",,Majestic,KY,13,Carson McCord,130000,,,10.1," 1/8",04/09/2025,2,57,
638,I,2023,,DB/BR,C,02/08/2023,Rock Your World,Whomping Willow,1171,Mineshaft,Winner Circle Racing Stable Corp.,,Winner Circle Racing Stable Corp.,KY,20,RNA,-35000,,,10.2," 1/8",04/09/2025,1,51,
639,I,2023,,B,F,04/18/2023,Maxfield,Why Oh You,1172,Yes It's True,"Tom McCrocklin, Agent VI",,Tom McCrocklin,KY,18,Michael Maker,200000,,,21.0," 1/4",04/09/2025,1,2,
640,O,2023,,GR/RO,C,02/15/2023,McKinzie,Wicked Mizz,1173,Mizzen Mast,"Wavertree Stables, Inc. (Ciaran Dunne), Agent XVIII",,Wavertree Stables,KY,5,OUT,,,04/09/2025,,,,,,
641,O,2023,,CH,C,04/07/2023,Candy Ride (ARG),Wild Empress,1174,Empire Maker,"Niall Brennan Stables, Agent XIX",,Niall Brennan Stables,KY,8,OUT,,,04/09/2025,,,,,,
642,O,2023,Wild Date,CH,C,04/06/2023,Engage,Wild River Cat,1175,Pioneerof the Nile,"Silvestre Chavez Thoroughbreds, Agent VII",,Silvestre Chavez Thoroughbreds,MD,17,OUT,,,04/12/2025,,,,,,
643,I,2023,,B,C,04/29/2023,Instagrand,Wild Success,1176,Violence,"S B M Training and Sales, Agent",,S B M Training and Sales,KY,2,Mahmud Mouni,190000,,,10.1," 1/8",04/09/2025,1,17,
644,I,2023,,B,F,03/19/2023,Rock Your World,Will Ye Go Lassie,1177,Trappe Shot,"de Meric Sales, Agent XVII",,de Meric Sales,KY,12,"Gayle Van Leer, Agent",80000,Y,,10.0," 1/8",04/09/2025,2,93,
645,O,2023,,CH,C,04/04/2023,Charlatan,Win McCool,1178,Giant's Causeway,"Tom McCrocklin, Agent VII",,Tom McCrocklin,KY,18,OUT,,,04/09/2025,,,,,,
646,I,2023,,CH,C,04/21/2023,Oscar Performance,Winning Thread,1179,Lookin At Lucky,"J V C Training and Sales, Agent I",,JVC Training and Sales,VA,15,Adelphi Racing Club & Delacour Stable Partners,80000,,,10.1," 1/8",04/09/2025,2,80,
647,O,2023,,DB/BR,C,04/23/2023,Twirling Candy,Winsanity,1180,Tapizar,"de Meric Sales, Agent XVII",,de Meric Sales,KY,12,OUT,,,04/09/2025,,,,,,
648,O,2023,,B,F,02/06/2023,Tiz the Law,Winter Storm Nadia,1181,Into Mischief,"Tom McCrocklin, Agent IX",,Tom McCrocklin,KY,18,OUT,,,04/17/2025,,,,,,
649,I,2023,,CH,F,02/11/2023,Cupid,Witch's Coven,1182,Cuvee,"Rivera Training and Sales, Agent III",,Rivera Training and Sales,KY,6,Mary Lee Pinkerton,12500,Y,,10.1," 1/8",04/09/2025,2,95,
650,I,2023,,B,F,05/21/2023,Munnings,With Dignity,1183,Declaration of War,"Hartley / DeRenzo Thoroughbreds LLC, Agent I",,Hartley / DeRenzo Thoroughbreds LLC,KY,5,Black Horse Bloodstock,80000,,,10.0," 1/8",04/09/2025,2,91,
651,I,2023,,DB/BR,C,04/03/2023,American Pharoah,With Mischief,1184,Into Mischief,"Gene Recio, Agent VIII",,Gene Recio,NY,17,Calumet Farm,285000,,,10.1," 1/8",04/09/2025,2,83,
652,I,2023,,B,C,02/17/2023,Practical Joke,Woke Up to Aces,1185,The Factor,"Harris Training Center LLC, Agent I",,Harris Training Center LLC,KY,13,Mahmud Mouni,350000,,,10.0," 1/8",04/09/2025,1,14,
653,I,2023,,CH,C,04/22/2023,Vino Rosso,Wonder Blondy,1186,He's Had Enough,"Six K's Training & Sales LLC, Agent IV",,Six K's Training & Sales LLC,KY,20,RNA,-17000,,,21.4," 1/4",04/09/2025,3,107,
654,I,2023,,DB/BR,F,02/21/2023,Modernist,Wonderfuladventure,1187,Tiz Wonderful,"Britton Peak, Agent",,Britton Peak,KY,19,"Martin Racing Stable, LLC",85000,Y,,10.1," 1/8",04/09/2025,2,94,
655,I,2023,,B,C,03/13/2023,Enticed,Wonderstruck,1188,Street Boss,"Grassroots Training & Sales LLC, Agent II",,Grassroots Training & Sales LLC,KY,J,S.R.O.A. (K.O.I.D.),35000,,,10.2," 1/8",04/09/2025,2,89,
656,I,2023,,DB/BR,C,05/04/2023,Blame,Wonder Upon a Star,1189,Street Cry (IRE),"Tom McCrocklin, Agent X",,Tom McCrocklin,KY,18,Charles Dunn,32000,,,21.4," 1/4",04/09/2025,2,75,
657,I,2023,,B,C,04/05/2023,Honest Mischief,Woodflower,1190,Woodman,"Sequel Bloodstock, Agent I",,Sequel Bloodstock,NY,9,"Joe Migliore, for Steven Rocco & Adelphi Racing",290000,,,10.0," 1/8",04/09/2025,1,28,
658,I,2023,,B,F,04/29/2023,Rock Your World,World Riot,1191,Violence,"Grade One Investments LLC, Agent II",,Grade One Investments LLC,KY,14,RNA,-32000,,,10.1," 1/8",04/09/2025,1,39,
659,I,2023,,CH,C,05/07/2023,Tacitus,Wrapper Rule,1192,Candy Ride (ARG),"Envision Equine, Agent",,Envision Equine,KY,D,San Lazaro Stud,10000,,,10.3," 1/8",04/09/2025,2,102,
660,I,2023,,B,F,04/13/2023,Into Mischief,Yahilwa,1193,Medaglia d'Oro,"de Meric Sales, Agent III",,de Meric Sales,KY,12,William L. Clifton Jr.,235000,,,10.2," 1/8",04/09/2025,1,48,
661,I,2023,,B,F,04/29/2023,Twirling Candy,Year of Promise,1194,Gio Ponti,"GOP Racing Stable Corp., Agent I",,GOP Racing Stable Corp.,KY,20,Carlo Vaccarezza,7000,,,10.2," 1/8",04/09/2025,3,114,
662,I,2023,,DB/BR,F,02/11/2023,Street Sense,Youcan'tcatchme,1195,The Daddy,"Tom McCrocklin, Agent II",,Tom McCrocklin,KY,18,Salman Al Adhayani,17000,,,22.1," 1/4",04/09/2025,3,132,
663,I,2023,,B,C,04/22/2023,Maxfield,You Caught My Eye,1196,Can the Man,"S B M Training and Sales, Agent IV",,S B M Training and Sales,LA,2,"Intrepid Thoroughbred, LLC",75000,,,10.0," 1/8",04/09/2025,2,99,
664,O,2023,As I Was Saying,DB/BR,F,01/31/2023,Mitole,You Go to My Head,1197,Super Saver,"Randy Miles, Agent XXII",,Randy Miles,KY,19,OUT,,,04/09/2025,,,,,,
665,I,2023,,B,F,04/23/2023,Galilean,Youmakemeblush,1198,Violence,"Hoppel LLC, Agent",,Hoppel LLC,NY,7,Three Diamonds Farm LLC,65000,,,10.1," 1/8",04/09/2025,2,90,
666,O,2023,,U,U,04/01/2023,zz blank page 1,zz blank page 1,1205,,Blank Pages,,Ocala Breeders' Sales Co.,,,OUT,,,03/03/2025,,,,,,
667,I,2023,,B,F,04/28/2023,Quality Road,Zee Drop,1199,Lemon Drop Kid,"de Meric Sales, Agent XVII",,de Meric Sales,KY,12,"Legion Bloodstock, Agent for Icon Racing",340000,,,10.0," 1/8",04/09/2025,1,34,
668,O,2023,Shuggy,B,C,04/27/2023,Twirling Candy,Zellda,1200,Medaglia d'Oro,"Mayberry Farm, Agent V",,Mayberry Farm,KY,B,OUT,,,04/17/2025,,,,,,
669,O,2023,Just Like Max,B,C,03/09/2023,Maximum Security,Zia Josie,1201,Tiznow,"J V C Training and Sales, Agent",,JVC Training and Sales,KY,15,OUT,,,04/06/2025,,,,,,
670,I,2023,,CH,F,04/16/2023,Volatile,Zifena (GB),1202,Zamindar,"Cortez Racing & Sales, Agent",,Cortez Racing & Sales,NY,15,"Brenda Zoppo, Agent",32000,,,10.3," 1/8",04/09/2025,3,121,
671,I,2023,,GR/RO,F,03/17/2023,Midnight Storm,Zindra,1203,Macho Uno,"Twelve Toes LLC, Agent III",,Twelve Toes LLC,NY,C,Nova Stables,20000,,,10.3," 1/8",04/09/2025,1,49,
672,I,2023,,DB/BR,F,04/12/2023,Complexity,Zippninthecity,1204,City Zip,"Best A Luck Farm LLC, Agent I",,Best A Luck Farm LLC,KY,3,RNA,-59000,,,10.2," 1/8",04/09/2025,1,22,
673,O,2023,,B,F,04/18/2023,Improbable,Abou,1,Distorted Humor,"Eddie Woods, Agent VI",,Eddie Woods,KY,11,OUT,,,04/13/2025,,,,,,
674,I,2023,,B,F,02/03/2023,Maclean's Music,Abrogate,2,Outwork,"Tom McCrocklin, Agent XIV",,Tom McCrocklin,KY,18,"West Bloodstock, Agent for Repole Stable, Inc.",100000,,,21.2," 1/4",04/09/2025,1,43,
675,I,2023,,B,F,05/04/2023,More Than Ready,A Change of Heart,3,Unbridled's Song,"Niall Brennan Stables, Agent I",,Niall Brennan Stables,KY,8,Victory Racing Partners,240000,,,10.1," 1/8",04/09/2025,2,63,
676,O,2023,,DB/BR,C,03/31/2023,Curlin,Achieved (AUS),4,Street Cry (IRE),"de Meric Sales, Agent IV",,de Meric Sales,KY,12,OUT,,,04/10/2025,,,,,,
677,I,2023,,DB/BR,F,03/01/2023,Good Magic,Acqua Fresh (URU),5,Ecclesiastic,"Top Line Sales LLC, Agent XXXI",,Top Line Sales LLC,KY,1,Holy Cow Stables,190000,Y,,9.4," 1/8",04/09/2025,1,50,
678,I,2023,,B,F,02/14/2023,Knicks Go,Adari,6,Graydar,"Centofanti Thoroughbreds, Agent",,Centofanti Thoroughbreds,IA,G,Allen Poindexter,95000,,,10.1," 1/8",04/09/2025,3,126,
679,I,2023,,B,F,01/31/2023,Rock Your World,Addi,7,Wicked Strong,"Majestic, Agent X",,Majestic,KY,13,Colombia 54 Investments,10000,,,G,G,04/09/2025,3,127,
680,I,2023,Keep Praying,B,C,05/24/2023,Win Win Win,Additional Prayer,8,Songandaprayer,"Camelot Acres Racing and Sales, Agent II",,Camelot Acres Racing and Sales,FL,11,Lee Ackerley Racing,325000,,,9.4," 1/8",04/09/2025,1,31,
681,I,2023,,DB/BR,F,04/01/2023,Uncle Mo,Admiring,9,War Front,"Eddie Woods, Agent XIV",,Eddie Woods,KY,11,Hubert Guy Bloodstock,150000,,,10.0," 1/8",04/09/2025,1,5,
682,O,2023,,B,C,04/06/2023,Vekoma,Aero Ride,10,Kantharos,"de Meric Sales, Agent XVII",,de Meric Sales,KY,12,OUT,,,04/09/2025,,,,,,
683,I,2023,,B,F,04/18/2023,Authentic,Affianced,11,More Than Ready,"Marcial Galan, Agent I",,Marcial Galan,KY,A,Okada Stud,50000,,,10.0," 1/8",04/09/2025,2,62,
684,O,2023,,B,C,03/13/2023,Rushie,Agasaya,12,Animal Kingdom,"Six K's Training & Sales LLC, Agent X",,Six K's Training & Sales LLC,FL,20,OUT,,,04/17/2025,,,,,,
685,O,2023,,CH,F,05/29/2023,Maclean's Music,Aguadilla,13,Stormy Atlantic,Caliente Thoroughbreds,,Caliente Thoroughbreds,KY,E,OUT,,,04/17/2025,,,,,,
686,I,2023,,DB/BR,F,05/05/2023,Tiz the Law,Akris Queen,14,Arch,"Envision Equine, Agent",,Envision Equine,KY,D,"Deuce Greathouse, Agent",62000,,,10.1," 1/8",04/09/2025,2,59,
687,O,2023,Transformative,DB/BR,C,05/05/2023,War Front,Akronism,15,Not For Love,"Niall Brennan Stables, Agent XXVI",,Niall Brennan Stables,KY,8,OUT,,,03/19/2025,,,,,,
688,I,2023,,DB/BR,F,04/21/2023,Maxfield,Alasaayil,16,Hard Spun,Navas Equine,,Navas Equine,KY,15,D. J. Stable LLC & Robert Cotran,90000,,,10.0," 1/8",04/09/2025,1,18,
689,I,2023,,B,C,03/13/2023,Maximum Security,Albea Star,17,A. P. Warrior,"Galvan Brothers Equine, Agent",,Galvan Brothers Equine,KY,D,"K.O.I.D. Co., Ltd.",25000,,,10.3," 1/8",04/09/2025,3,119,
690,I,2023,,CH,C,05/06/2023,Violence,Alexandrite,18,Lemon Drop Kid,"Harris Training Center LLC, Agent I",,Harris Training Center LLC,NY,13,Clear Stars Stable & Mitre Box Stable,100000,,,10.2," 1/8",04/09/2025,3,129,
691,I,2023,,DB/BR,F,05/11/2023,Munnings,Allegheny Angel,19,Medaglia d'Oro,"Golden Rock Thoroughbreds, Agent V",,Golden Rock Thoroughbreds,KY,16,Wilson Colindres,15000,,,G,G,04/09/2025,2,101,
692,I,2023,,CH,C,02/03/2023,Street Boss,Allsquare,20,Square Eddie,"Randy Miles, Agent XXXVII",,Randy Miles,LA,19,RNA,-47000,,,10.2," 1/8",04/10/2025,1,46,
693,O,2023,,B,C,04/28/2023,Volatile,Almada,21,Lonhro (AUS),"Niall Brennan Stables, Agent IV",,Niall Brennan Stables,KY,8,OUT,,,04/15/2025,,,,,,
694,I,2023,,CH,F,02/28/2023,Thousand Words,Almighty Miracle,22,Goldencents,Grassroots Training & Sales LLC,,Grassroots Training & Sales LLC,KY,J,Luther G. Miller,15000,Y,,10.1," 1/8",04/10/2025,3,114,
695,I,2023,,DB/BR,C,05/19/2023,Not This Time,Almost a Valentine,23,High Cotton,Ocala Stud,,Ocala Stud,FL,4,Dorothy Raffa,37000,,,21.3," 1/4",04/10/2025,2,70,
696,I,2023,,B,C,04/04/2023,Nyquist,Altamura,24,Artie Schiller,"Niall Brennan Stables, Agent I",,Niall Brennan Stables,KY,8,Case Clay Thoroughbred Management,275000,,,10.3," 1/8",04/10/2025,1,6,
697,O,2023,,DB/BR,C,02/24/2023,Street Sense,Alta's Award,25,Tonalist,"Randy Miles, Agent III",,Randy Miles,KY,19,OUT,,,04/10/2025,,,,,,
698,O,2023,,B,C,04/26/2023,Vekoma,Alva,26,Into Mischief,"Golden Rock Thoroughbreds, Agent XV",,Golden Rock Thoroughbreds,LA,16,OUT,,,04/10/2025,,,,,,
699,I,2023,,CH,F,03/17/2023,Leinster,Always Proud,27,Exclusive Quality,"S B M Training and Sales, Agent II",,S B M Training and Sales,FL,2,Jackpot Farm,170000,Y,,10.0," 1/8",04/10/2025,1,34,
700,I,2023,,B,F,02/09/2023,Maclean's Music,Always Trouble,28,Bernardini,GOP Racing Stable Corp.,,GOP Racing Stable Corp.,KY,20,RNA,-22000,,,10.0," 1/8",04/10/2025,2,88,
701,I,2023,,DB/BR,C,03/05/2023,Girvin,Amberspatriot,29,Awesome Patriot,"Harris Training Center LLC, Agent X",,Harris Training Center LLC,FL,13,Sleeper Thoroughbreds,130000,,,10.1," 1/8",04/10/2025,1,32,
702,O,2023,Dance Class,CH,F,02/14/2023,Constitution,Ambrosia (GB),30,Frankel (GB),Kinsman Farm,,Kinsman Farm,KY,6,OUT,,,03/28/2025,,,,,,
703,I,2023,,B,C,04/09/2023,Uncle Mo,American Caviar,31,Curlin,"Hartley / DeRenzo Thoroughbreds LLC, Agent I",,Hartley / DeRenzo Thoroughbreds LLC,KY,5,Charlie Allen,30000,,,10.4," 1/8",04/10/2025,2,98,
704,I,2023,,B,C,03/25/2023,Maclean's Music,American Doll,32,Tiznow,Kinsman Farm,,Kinsman Farm,KY,6,Gervais Racing,475000,,,10.0," 1/8",04/10/2025,2,107,
705,I,2023,,B,F,02/12/2023,Curlin,American Entente,33,War Front,"Niall Brennan Stables, Agent XXII",,Niall Brennan Stables,KY,8,RNA,-190000,,,G ONLY,G ONLY,04/10/2025,2,66,
706,O,2023,,B,F,01/28/2023,Yaupon,American Indy,34,American Pharoah,"Sequel Bloodstock, Agent V",,Sequel Bloodstock,NY,9,OUT,,,03/27/2025,,,,,,
707,O,2023,,B,F,04/03/2023,Rock Your World,American Princess,35,Quiet American,"First Call, Agent II",,First Call,KY,14,OUT,,,04/16/2025,,,,,,
708,O,2023,,B,F,04/30/2023,Into Mischief,American West,36,Curlin,"Gene Recio, Agent I",,Gene Recio,KY,17,OUT,,,04/17/2025,,,,,,
709,I,2023,,B,F,03/21/2023,Dialed In,America's Blossom,37,Quiet American,"Julie Davies LLC, Agent XI",,Julie Davies LLC,KY,10,SMT Agent for Sabby Racing LLC,100000,,,10.1," 1/8",04/10/2025,1,36,
710,I,2023,,DB/BR,C,01/29/2023,Game Winner,America's Spirit,38,Giant's Causeway,"S G V Thoroughbreds LLC (Steven Venosa), Agent",,S G V Thoroughbreds LLC (Steven Venosa),KY,10,Big Dumb Eyes & Dennis O'Neill,130000,,,10.0," 1/8",04/10/2025,1,25,
711,I,2023,,CH,F,03/06/2023,Munnings,A Merry Prankster,39,Distorted Humor,"Kings Equine, Agent III",,Kings Equine,KY,1,RNA,-190000,,,10.0," 1/8",04/10/2025,3,119,
712,O,2023,,B,F,02/22/2023,Raging Bull (FR),Amnicalola,40,Arch,"McKathan Bros. Sales, Agent III",,McKathan Bros. Sales,KY,6,OUT,,,04/05/2025,,,,,,
713,I,2023,,GR/RO,C,02/25/2023,Candy Ride (ARG),Anabella Queen,41,Wildcat Heir,"de Meric Sales, Agent V",,de Meric Sales,KY,12,Eduardo Soto,45000,,,10.2," 1/8",04/10/2025,3,113,
714,I,2023,,DB/BR,F,02/12/2023,Maxfield,And She's Gone,42,War Front,Little Farm Equine LLC,,Little Farm Equine LLC,NY,A,RNA,-27000,,,10.1," 1/8",04/10/2025,2,99,
715,O,2023,,B,C,02/06/2023,Silver State,Angel de Cora,43,Tonalist,"Majestic, Agent XXII",,Majestic,KY,13,OUT,,,04/09/2025,,,,,,
716,I,2023,,B,C,04/29/2023,Mo Town,Angel Goodmorning,44,Morning Line,"Mayberry Farm, Agent X",,Mayberry Farm,KY,B,SMT Agent for Sabby Racing LLC,150000,,,10.1," 1/8",04/10/2025,1,17,
717,I,2023,,DB/BR,F,04/05/2023,Omaha Beach,Anita Partner (IRE),45,Majestic Warrior,Grassroots Training & Sales LLC,,Grassroots Training & Sales LLC,KY,J,"Keri Brion, Agent",20000,Y,,10.2," 1/8",04/10/2025,3,134,
718,I,2023,Gold Piece,CH,F,04/07/2023,Goldencents,Anna Pavlova,46,Unbridled's Song,"Randy Miles, Agent XXIII",,Randy Miles,KY,19,Triton Thoroughbreds LLC,40000,,,10.0," 1/8",04/10/2025,1,20,
719,O,2023,Take Charge Candy,B,F,02/11/2023,Take Charge Indy,Anne Dupree,47,Curlin,"McKathan Bros. Sales, Agent I",,McKathan Bros. Sales,KY,6,OUT,,,04/11/2025,,,,,,
720,O,2023,,DB/BR,C,03/23/2023,Rock Your World,Anniversary Kitty,48,Tribal Rule,"Majestic, Agent",,Majestic,KY,13,OUT,,,04/17/2025,,,,,,
721,O,2023,,B,F,04/16/2023,Nyquist,Annulment,49,Broken Vow,"Tom McCrocklin, Agent XV",,Tom McCrocklin,KY,18,OUT,,,04/17/2025,,,,,,
722,I,2023,,B,F,04/23/2023,Instagrand,Another Angel,50,English Channel,"Camelot Acres Racing and Sales, Agent I",,Camelot Acres Racing and Sales,KY,11,RNA,-12000,,,21.1," 1/4",04/10/2025,1,55,
723,I,2023,,GR/RO,F,04/23/2023,Honest Mischief,Another World,51,Maria's Mon,"Lucan Bloodstock (Karl Keegan), Agent V",,Lucan Bloodstock (Karl Keegan),NY,18,Clear Stars Stable & Mitre Box Stable,125000,,,10.0," 1/8",04/10/2025,2,94,
724,O,2023,,B,C,05/06/2023,Omaha Beach,Anthropology,52,Karakontie (JPN),"Tom McCrocklin, Agent XI",,Tom McCrocklin,KY,18,OUT,,,04/17/2025,,,,,,
725,I,2023,,CH,C,04/14/2023,Code of Honor,Antiquity,53,Pulpit,"Mayberry Farm, Agent IX",,Mayberry Farm,KY,B,Robert S. Vukelic,42000,,,10.3," 1/8",04/10/2025,3,128,
726,I,2023,,B,C,04/07/2023,Street Sense,Anythingyoucando,54,Curlin,"Six K's Training & Sales LLC, Agent IX",,Six K's Training & Sales LLC,KY,20,RNA,-60000,,,21.2," 1/4",04/10/2025,1,10,
727,I,2023,,DB/BR,C,04/20/2023,Maclean's Music,Apologize,55,Lemon Drop Kid,Caliente Thoroughbreds,,Caliente Thoroughbreds,KY,E,K S I,850000,,,10.0," 1/8",04/10/2025,1,26,
728,I,2023,,DB/BR,C,04/17/2023,Bolt d'Oro,Argenta,56,Mineshaft,"Britton Peak, Agent",,Britton Peak,KY,19,RNA,-37000,,,10.2," 1/8",04/12/2025,2,91,
729,O,2023,Narnia,GR/RO,C,05/08/2023,Tacitus,Armoire,57,Artie Schiller,"Paul Sharp, Agent for a DJ Stable Graduate",,Paul Sharp,KY,8,OUT,,,04/10/2025,,,,,,
730,O,2023,,DB/BR,F,02/24/2023,Twirling Candy,Artilena,58,Artie Schiller,"Wavertree Stables, Inc. (Ciaran Dunne), Agent I",,Wavertree Stables,KY,5,OUT,,,04/04/2025,,,,,,
731,I,2023,Yummylicious,CH,F,04/19/2023,Jimmy Creed,Artistic License,59,Heart of the Storm,"Grassroots Training & Sales LLC, Agent II",,Grassroots Training & Sales LLC,TX,J,S.R.O.A. (K.O.I.D.),25000,,,10.2," 1/8",04/10/2025,2,81,
732,I,2023,,B,C,01/12/2023,Uncle Mo,Art of Almost,60,Dansili (GB),"Six K's Training & Sales LLC, Agent",,Six K's Training & Sales LLC,KY,20,Osbaldo Jauregui,17000,,,G,G,04/10/2025,3,135,
733,I,2023,,DB/BR,F,05/12/2023,Midnight Lute,Art of Law,61,Constitution,"Hernandez Stables, Inc.",,Hernandez Stables,KY,13,"Joe Sharp, Agent for Michael & Martha Alexander",30000,,,10.2," 1/8",04/10/2025,1,37,
734,I,2023,,B,C,03/08/2023,Honest Mischief,Ascent,62,More Than Ready,"Wavertree Stables, Inc. (Ciaran Dunne), Agent",,Wavertree Stables,NY,5,"George Weaver, Agent",150000,,,20.3," 1/4",04/10/2025,1,19,
735,O,2023,,DB/BR,C,01/31/2023,Yaupon,Ashley's Sassy,63,Decarchy,"Tom McCrocklin, Agent X",,Tom McCrocklin,KY,18,OUT,,,04/08/2025,,,,,,
736,I,2023,,DB/BR,F,03/25/2023,Knicks Go,As I Please,64,Majestic Warrior,"Wavertree Stables, Inc. (Ciaran Dunne), Agent II",,Wavertree Stables,NY,5,Okada Stud,85000,,,20.3," 1/4",04/10/2025,1,48,
737,I,2023,Dasha,GR/RO,F,02/04/2023,Gift Box,Asluckmayhaveit,65,Lookin At Lucky,Victory Stable,,Victory Stable,NY,16,HRH Prince Abdulaziz AL Saud,17000,,,10.1," 1/8",04/10/2025,2,106,
738,O,2023,,B,F,04/07/2023,Charlatan,Athena's War (KOR),66,New Year's Day,"Tom McCrocklin, Agent IV",,Tom McCrocklin,KY,18,OUT,,,04/10/2025,,,,,,
739,O,2023,,GR/RO,C,03/31/2023,Liam's Map,Athens Queen,67,Majestic Warrior,"Gene Recio, Agent II",,Gene Recio,KY,17,OUT,,,04/17/2025,,,,,,
740,O,2023,,CH,F,03/28/2023,Charlatan,Aunt Kat,68,Uncle Mo,"Eddie Woods, Agent XXII",,Eddie Woods,KY,11,OUT,,,03/31/2025,,,,,,
741,I,2023,,CH,F,05/01/2023,Justify,Aurora Point,69,Malibu Moon,"Top Line Sales LLC, Agent XII",,Top Line Sales LLC,KY,1,Saints or Sinners LLC,550000,,,9.4," 1/8",04/10/2025,1,42,
742,I,2023,,DB/BR,C,04/22/2023,Omaha Beach,Autumn Wedding,70,Runaway Groom,"Longoria Training & Sales, Agent",,Longoria Training & Sales,KY,7,"Little Red Feather/Spendthrift /Fanticola, Dowd Ag",375000,,,10.0," 1/8",04/10/2025,2,95,
743,O,2023,,B,C,02/10/2023,Caravaggio,Freedom,403,War Front,"Wavertree Stables, Inc. (Ciaran Dunne), Agent XXI",,Wavertree Stables,KY,5,OUT,,,04/17/2025,,,,,,
744,I,2023,,B,C,02/11/2023,Justify,Awesome Ashley,71,Unbridled's Song,"de Meric Sales, Agent III",,de Meric Sales,KY,12,SBS Global,325000,,,10.2," 1/8",04/10/2025,1,43,
745,I,2023,,CH,F,05/02/2023,Not This Time,Awesome Elle,72,Awesome Again,"Randy Miles, Agent XXXVI",,Randy Miles,ON,19,Fundacion Barmaher,20000,Y,,10.3," 1/8",04/10/2025,2,67,
746,I,2023,Real Hot Boy,B,C,04/18/2023,Galilean,Awesome Reward,73,Grand Reward,Nice and Easy Thoroughbreds,,Nice and Easy Thoroughbreds,NY,3,Mark Sokolowski,40000,Y,,10.1," 1/8",04/10/2025,2,109,
747,I,2023,,B,F,04/05/2023,Leinster,Awesome Song,74,Awesome Again,"Wavertree Stables, Inc. (Ciaran Dunne), Agent",,Wavertree Stables,FL,5,"Kathleen O'Connell, Agent",39000,,,21.0," 1/4",04/10/2025,2,80,
748,I,2023,,B,F,03/29/2023,Mitole,Awesome Squeeze,75,Awesome of Course,"Blue River Bloodstock, Inc., Agent I",,Blue River Bloodstock,FL,20,"Julian deMora, Jr.",30000,,,10.1," 1/8",04/10/2025,1,52,
749,I,2023,Back Ring Buzz,B,F,04/03/2023,Hard Spun,Babybel,76,Bodemeister,"Wavertree Stables, Inc. (Ciaran Dunne), Agent III",,Wavertree Stables,KY,5,"Nick J. Hines, Agent for KAM Stables",37000,,,21.3," 1/4",04/10/2025,3,131,
750,O,2023,Party Animal,CH,C,04/23/2023,Mo Forza,Bacchanalia,77,Union Rags,"Thorostock LLC, Agent V",,Thorostock LLC,CA,H,OUT,,,02/20/2025,,,,,,
751,O,2023,,GR/RO,C,04/28/2023,Maxfield,Back Roads,78,Liam's Map,"Wavertree Stables, Inc. (Ciaran Dunne), Agent II",,Wavertree Stables,NY,5,OUT,,,04/17/2025,,,,,,
752,O,2023,Il Divo,DB/BR,C,01/11/2023,Maclean's Music,Backroom,79,Fed Biz,"Niall Brennan Stables, Agent XII",,Niall Brennan Stables,KY,8,OUT,,,03/19/2025,,,,,,
